,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
8368,level_1,level_1,level_0,level_0,Antesy,187291.0,failure,1,Game & Applications,52.0,0.0,6,Europe
8369,level_6,level_1,level_0,level_2,Campfire,38730470.0,success,1,Information Technology,93.0,0.0,14,Europe
8370,level_5,level_8,level_5,level_7,Egalet,27600000.0,success,3,Health Care & Biotechnology,4474.0,2507.0,26,Europe
8371,level_2,level_2,level_4,level_2,Endomondo,8175000.0,success,7,Information Technology,305.0,1917.0,14,Europe
8372,level_6,level_2,level_0,level_1,Everclassic,38730470.0,failure,1,Services,454.0,0.0,7,Europe
8373,level_6,level_2,level_0,level_1,Evertale,38730470.0,failure,1,Media & Publishing,360.0,0.0,10,Europe
8374,level_6,level_5,level_0,level_1,Galecto Biotech,38730470.0,success,1,Health Care & Biotechnology,1035.0,0.0,10,Europe
8375,level_1,level_2,level_0,level_1,Ge.tt,457590.0,success,1,Information Technology,414.0,0.0,11,Europe
8376,level_1,level_1,level_0,level_1,Grip,62767.547,failure,1,Community and Lifestyle,31.0,0.0,7,Europe
8377,level_1,level_0,level_2,level_2,JustSpotted,765000.0,success,2,Information Technology,0.0,485.0,13,Europe
8378,level_1,level_1,level_0,level_0,Macellum,17136.0,failure,1,Data Science,135.0,0.0,6,Europe
8379,level_1,level_1,level_2,level_1,Magma HQ,369311.0,success,2,Media & Publishing,21.0,268.0,11,Europe
8380,level_2,level_6,level_4,level_3,momondo,8371002.0,success,2,Community and Lifestyle,1670.0,1164.0,15,Europe
8381,level_6,level_2,level_0,level_3,Muuto,38730470.0,success,1,Real Estate,474.0,0.0,15,Europe
8382,level_5,level_8,level_0,level_7,Neurosearch,14330000.0,failure,1,Health Care & Biotechnology,7533.0,0.0,32,Europe
8383,level_6,level_1,level_0,level_2,Nonoba,38730470.0,failure,1,Game & Applications,152.0,0.0,13,Europe
8384,level_2,level_7,level_0,level_6,Octoshape,4840000.0,success,1,Information Technology,2718.0,0.0,18,Europe
8385,level_2,level_0,level_3,level_2,Podio,4600000.0,success,3,Other,0.0,756.0,12,Europe
8386,level_2,level_7,level_0,level_7,PremiTech,4010000.0,failure,1,Information Technology,2950.0,0.0,22,Europe
8387,level_1,level_2,level_0,level_1,Pumodo,173121.0,failure,1,Electronics,396.0,0.0,9,Europe
8388,level_1,level_0,level_3,level_1,Roozz.com,1397531.0,failure,3,Information Technology,0.0,743.0,11,Europe
8389,level_1,level_2,level_0,level_1,Salestools.io,100000.0,failure,1,Services,304.0,0.0,7,Europe
8390,level_7,level_7,level_4,level_6,Santaris Pharma,42000736.0,success,2,Health Care & Biotechnology,1824.0,1635.0,18,Europe
8391,level_1,level_0,level_0,level_1,SparCode,35000.0,failure,1,Media & Publishing,0.0,0.0,11,Europe
8392,level_1,level_2,level_0,level_1,Spockly,19311.0,failure,1,Information Technology,248.0,0.0,11,Europe
8393,level_1,level_0,level_0,level_1,Sport Telegram,25000.0,failure,1,Other,0.0,0.0,9,Europe
8394,level_5,level_8,level_0,level_7,STYLEPIT,18451024.0,success,1,Clothing and Apparel,4643.0,0.0,21,Europe
8395,level_6,level_8,level_0,level_7,TIA Technology AS,38730470.0,success,1,Services,5995.0,0.0,23,Europe
8396,level_6,level_5,level_0,level_5,Universal Robots,38730470.0,success,1,Information Technology,1339.0,0.0,16,Europe
8397,level_1,level_2,level_0,level_2,UPSIDO.com,320000.0,failure,1,Services,183.0,0.0,14,Europe
8398,level_2,level_0,level_4,level_3,youcalc,3840000.0,success,3,Data Science,0.0,1675.0,15,Europe
8399,level_1,level_5,level_2,level_1,Zetland,1289641.0,failure,2,Media & Publishing,1250.0,105.0,9,Europe
8400,level_2,level_7,level_0,level_6,Zoomio Holding,7130000.0,success,1,Information Technology,2178.0,0.0,19,Europe
8401,level_1,level_1,level_0,level_1,Agooz,10000.0,failure,1,Services,148.0,0.0,7,North America
8402,level_1,level_2,level_4,level_1,Aventones,440000.0,success,3,Services,351.0,882.0,11,North America
8403,level_1,level_5,level_0,level_1,BrandMe crowdmarketing,25025.0,failure,1,Media & Publishing,966.0,0.0,10,North America
8404,level_1,level_2,level_0,level_1,Cosmogonia Caotica SAPI de CV,40143.0,failure,1,Design & Platforms,424.0,0.0,7,North America
8405,level_1,level_1,level_0,level_2,Daixe,20000.0,failure,1,Design & Platforms,30.0,0.0,12,North America
8406,level_1,level_1,level_0,level_1,Elepago,370000.0,failure,1,Electronics,54.0,0.0,8,North America
8407,level_2,level_2,level_2,level_1,KCMX Capital,1500000.0,success,2,Services,438.0,43.0,8,North America
8408,level_1,level_1,level_0,level_0,muv today technologies inc,7300.0,failure,1,Information Technology,82.0,0.0,6,North America
8409,level_1,level_1,level_2,level_1,NuFlick,70000.0,failure,2,Game & Applications,127.0,527.0,10,North America
8410,level_1,level_0,level_0,level_1,Ofercity,30000.0,failure,1,Information Technology,0.0,0.0,11,North America
8411,level_6,level_0,level_0,level_1,PagaTodo Mobile,38730470.0,failure,1,Electronics,0.0,0.0,10,North America
8412,level_1,level_0,level_0,level_1,Piki,20000.0,failure,1,Other,0.0,0.0,11,North America
8413,level_8,level_8,level_0,level_7,Satmex,96250000.0,success,1,Commerce & Marketing,5095.0,0.0,24,North America
8414,level_1,level_0,level_0,level_1,alikolo,100000.0,failure,1,Commerce & Marketing,0.0,0.0,7,Asia
8415,level_2,level_2,level_2,level_1,Blackstone Digital Agency,2700000.0,failure,2,Media & Publishing,434.0,245.0,9,Asia
8416,level_1,level_0,level_0,level_1,DiskonHunter.com,100000.0,failure,1,Information Technology,0.0,0.0,10,Asia
8417,level_1,level_0,level_0,level_0,EventsID.co,50000.0,failure,1,Services,0.0,0.0,6,Asia
8418,level_1,level_0,level_0,level_1,JinggaMall.com,500000.0,failure,1,Commerce & Marketing,0.0,0.0,9,Asia
8419,level_1,level_5,level_0,level_1,Jotky,500000.0,failure,1,Media & Publishing,754.0,0.0,11,Asia
8420,level_6,level_0,level_0,level_0,Kulina,38730470.0,failure,1,Commerce & Marketing,0.0,0.0,6,Asia
8421,level_1,level_2,level_0,level_1,Mozaik Media,500000.0,failure,1,Education,463.0,0.0,10,Asia
8422,level_5,level_5,level_4,level_6,Multiply,26600000.0,failure,4,Commerce & Marketing,687.0,1112.0,18,Asia
8423,level_2,level_2,level_0,level_2,Allied Pacific Sports Network,7000000.0,failure,1,Information Technology,365.0,0.0,12,Asia
8424,level_6,level_7,level_0,level_3,American Life Media,38730470.0,failure,1,Information Technology,2465.0,0.0,15,Asia
8425,level_2,level_2,level_2,level_1,Animoca Brands Corporation,5700000.0,success,2,Media & Publishing,550.0,149.0,7,Asia
8426,level_1,level_1,level_0,level_1,apta.me,40000.0,failure,1,Services,99.0,0.0,10,Asia
8427,level_6,level_0,level_0,level_0,Bespokify,38730470.0,failure,1,Clothing and Apparel,0.0,0.0,6,Asia
8428,level_1,level_0,level_0,level_3,China-8,100000.0,failure,1,Community and Lifestyle,0.0,0.0,15,Asia
8429,level_5,level_5,level_0,level_1,CMGE,15010000.0,success,1,Game & Applications,1035.0,0.0,10,Asia
8430,level_1,level_0,level_0,level_2,Dinglepharb,400000.0,failure,1,Media & Publishing,0.0,0.0,12,Asia
8431,level_1,level_5,level_2,level_6,EditGrid,1250000.0,failure,2,Other,1045.0,525.0,18,Asia
8432,level_1,level_1,level_0,level_1,Gurnard Perch Sophisticated Technologies,1350000.0,failure,1,Information Technology,151.0,0.0,10,Asia
8433,level_7,level_8,level_0,level_7,Kingsoft,50000000.0,success,1,Information Technology,5807.0,0.0,23,Asia
8434,level_1,level_2,level_0,level_1,Kites,500000.0,failure,1,Data Science,366.0,0.0,9,Asia
8435,level_6,level_1,level_0,level_0,LearnBox,38730470.0,failure,1,Game & Applications,31.0,0.0,6,Asia
8436,level_5,level_6,level_2,level_2,Lucibel,33378640.0,success,5,Information Technology,1619.0,560.0,13,Asia
8437,level_1,level_1,level_2,level_2,Muecs,101000.0,failure,2,Other,123.0,263.0,13,Asia
8438,level_6,level_5,level_0,level_2,Anagear,38730470.0,failure,1,Information Technology,1066.0,0.0,12,Europe
8439,level_6,level_7,level_0,level_7,Avensus,38730470.0,failure,1,Information Technology,3074.0,0.0,21,Europe
8440,level_6,level_5,level_0,level_5,Avinity,38730470.0,success,1,Commerce & Marketing,765.0,0.0,16,Europe
8441,level_2,level_7,level_0,level_6,BackupAgent,2000000.0,success,1,Information Technology,3231.0,0.0,17,Europe
8442,level_6,level_5,level_4,level_5,BMEYE,38730470.0,success,3,Health Care & Biotechnology,729.0,1005.0,16,Europe
8443,level_6,level_7,level_0,level_6,Computication,38730470.0,failure,1,Information Technology,2404.0,0.0,18,Europe
8444,level_5,level_8,level_5,level_8,Consul Risk Management International,14816145.0,success,3,Events,4687.0,4710.0,35,Europe
8445,level_7,level_7,level_0,level_6,Cordys,80000000.0,success,1,Services,2298.0,0.0,20,Europe
8446,level_8,level_8,level_0,level_7,Crucell,443000000.0,success,1,Health Care & Biotechnology,6114.0,0.0,28,Europe
8447,level_1,level_2,level_0,level_1,Donay,160000.0,failure,1,Information Technology,194.0,0.0,11,Europe
8448,level_6,level_2,level_0,level_1,EarlyDoc,38730470.0,failure,1,Health Care & Biotechnology,365.0,0.0,10,Europe
8449,level_1,level_0,level_0,level_3,Fleck,286839.0,failure,1,Information Technology,0.0,0.0,15,Europe
8450,level_2,level_1,level_0,level_1,FLXone,2651558.0,success,1,Media & Publishing,53.0,0.0,9,Europe
8451,level_5,level_1,level_4,level_2,GeoSentric,24100000.0,success,2,Electronics,92.0,926.0,14,Europe
8452,level_2,level_5,level_0,level_2,GET Holding NV,5666100.0,failure,1,Information Technology,677.0,0.0,14,Europe
8453,level_6,level_7,level_0,level_2,Ippies,38730470.0,failure,1,Services,2478.0,0.0,14,Europe
8454,level_1,level_0,level_0,level_2,IRL Connect,157260.0,failure,1,Data Science,0.0,0.0,13,Europe
8455,level_1,level_0,level_2,level_1,ISVWorld,995928.0,failure,2,Data Science,0.0,365.0,11,Europe
8456,level_5,level_2,level_2,level_2,Layar,17074000.0,success,2,Information Technology,198.0,278.0,12,Europe
8457,level_1,level_1,level_4,level_1,LayerGloss,905693.0,failure,3,Information Technology,112.0,1302.0,11,Europe
8458,level_5,level_2,level_4,level_3,Liquavista,32408800.0,success,3,Information Technology,339.0,1224.0,15,Europe
8459,level_6,level_2,level_0,level_2,MailWriter,38730470.0,failure,1,Information Technology,361.0,0.0,12,Europe
8460,level_1,level_5,level_0,level_6,Mirror42,1200000.0,success,1,Data Science,1330.0,0.0,17,Europe
8461,level_8,level_7,level_5,level_7,Mobileye,515000000.0,success,3,Data Science,2687.0,2614.0,22,Europe
8462,level_7,level_7,level_4,level_7,NetRetail Holding,56428000.0,success,2,Services,2925.0,986.0,21,Europe
8463,level_6,level_7,level_0,level_7,No Wires Needed,38730470.0,failure,1,Services,1826.0,0.0,27,Europe
8464,level_1,level_2,level_0,level_1,Novioponics,16227.0,failure,1,Health Care & Biotechnology,452.0,0.0,7,Europe
8465,level_1,level_1,level_0,level_1,PinkelStar,500000.0,failure,1,Information Technology,76.0,0.0,11,Europe
8466,level_1,level_0,level_0,level_1,Planspot,720750.0,failure,1,Media & Publishing,0.0,0.0,10,Europe
8467,level_5,level_5,level_4,level_6,ProFibrix,33000000.0,success,3,Health Care & Biotechnology,1181.0,1592.0,17,Europe
8468,level_7,level_7,level_5,level_6,Prosensa,73272800.0,success,4,Health Care & Biotechnology,1857.0,2708.0,19,Europe
8469,level_6,level_7,level_0,level_7,Q-go,38730470.0,success,1,Information Technology,2043.0,0.0,22,Europe
8470,level_5,level_2,level_0,level_7,Quova,21000000.0,success,1,Media & Publishing,437.0,0.0,21,Europe
8471,level_6,level_7,level_0,level_7,Readspeaker,38730470.0,success,1,Information Technology,3525.0,0.0,22,Europe
8472,level_1,level_2,level_0,level_6,RODECO ICT Services,720480.0,failure,1,Health Care & Biotechnology,432.0,0.0,17,Europe
8473,level_2,level_0,level_4,level_2,SEOshop Group B.V.,1615000.0,success,3,Commerce & Marketing,0.0,1990.0,13,Europe
8474,level_1,level_2,level_0,level_0,Shake-on,112363.336,failure,1,Data Science,212.0,0.0,6,Europe
8475,level_5,level_6,level_2,level_6,Silicon Hive,17000000.0,failure,2,Media & Publishing,1566.0,555.0,18,Europe
8476,level_1,level_5,level_0,level_1,Speakap,1157940.0,failure,1,Community and Lifestyle,1003.0,0.0,10,Europe
8477,level_6,level_8,level_0,level_8,Survey Sampling international,38730470.0,success,1,Information Technology,9533.0,0.0,44,Europe
8478,level_1,level_2,level_0,level_1,Coachademy,84732.0,failure,1,Information Technology,467.0,0.0,7,Europe
8479,level_6,level_1,level_0,level_2,Therosteon,38730470.0,failure,1,Health Care & Biotechnology,91.0,0.0,13,Europe
8480,level_1,level_0,level_0,level_2,Twones,500000.0,failure,1,Media & Publishing,0.0,0.0,13,Europe
8481,level_6,level_7,level_0,level_3,Type22,38730470.0,success,1,Services,2187.0,0.0,15,Europe
8482,level_7,level_2,level_2,level_1,UniQure,78000000.0,success,2,Health Care & Biotechnology,250.0,357.0,9,Europe
8483,level_2,level_2,level_0,level_2,Virtual Fairground,4000000.0,failure,1,Game & Applications,397.0,0.0,13,Europe
8484,level_6,level_7,level_0,level_7,VisionWaves,38730470.0,success,1,Information Technology,3831.0,0.0,21,Europe
8485,level_1,level_0,level_0,level_1,Waddapp.com,453176.0,failure,1,Data Science,0.0,0.0,9,Europe
8486,level_1,level_5,level_0,level_2,WorkVoices,267240.0,success,1,Information Technology,730.0,0.0,12,Europe
8487,level_6,level_5,level_0,level_1,Wugly,38730470.0,failure,1,Services,1469.0,0.0,11,Europe
8488,level_1,level_0,level_0,level_2,YelloYello,65850.0,success,1,Commerce & Marketing,0.0,0.0,14,Europe
8489,level_1,level_0,level_2,level_1,Ante Up,160000.0,failure,2,Information Technology,0.0,182.0,10,South America
8490,level_1,level_0,level_0,level_2,AsesoriÂ­as Digitales (Digital Advisors),6000.0,failure,1,Design & Platforms,0.0,0.0,14,South America
8491,level_1,level_1,level_2,level_1,Bungolow,65000.0,failure,2,Commerce & Marketing,24.0,311.0,10,South America
8492,level_1,level_0,level_0,level_1,Clouli,25000.0,success,1,Education,0.0,0.0,10,South America
8493,level_1,level_0,level_0,level_0,DIGIREP,33000.0,failure,1,Commerce & Marketing,0.0,0.0,6,South America
8494,level_1,level_5,level_2,level_1,Flipter,60000.0,success,2,Data Science,775.0,564.0,11,South America
8495,level_2,level_0,level_3,level_1,Happyshop,5600000.0,failure,3,Commerce & Marketing,0.0,588.0,11,South America
8496,level_1,level_0,level_2,level_1,InPact.me,81393.0,failure,2,Services,0.0,86.0,9,South America
8497,level_1,level_2,level_0,level_2,Needish,500000.0,success,1,Commerce & Marketing,167.0,0.0,14,South America
8498,level_1,level_0,level_0,level_0,VALOPES,40000.0,failure,1,Other,0.0,0.0,6,South America
8499,level_1,level_2,level_0,level_1,Vendly,200000.0,failure,1,Electronics,326.0,0.0,9,South America
8500,level_1,level_1,level_0,level_1,wesync.tv,100000.0,failure,1,Electronics,15.0,0.0,10,South America
8501,level_6,level_2,level_0,level_1,Zappedy,38730470.0,success,1,Information Technology,212.0,0.0,11,South America
8502,level_6,level_2,level_0,level_0,Applancer,38730470.0,success,1,Design & Platforms,177.0,0.0,6,Asia
8503,level_2,level_5,level_0,level_2,GATe Technology,3500000.0,failure,1,Transportation,1390.0,0.0,14,Asia
8504,level_2,level_5,level_0,level_5,Golden Gate JSC,2600000.0,failure,1,Consumer Goods,1291.0,0.0,16,Asia
8505,level_1,level_2,level_0,level_1,Tappy PTE. LTD.,200000.0,success,1,Community and Lifestyle,194.0,0.0,7,Asia
8506,level_2,level_5,level_3,level_2,Applifier,6000000.0,success,2,Media & Publishing,916.0,679.0,13,Europe
8507,level_2,level_8,level_0,level_7,Bitboys Oy,4788800.0,success,1,Information Technology,5518.0,0.0,30,Europe
8508,level_1,level_7,level_0,level_2,Booxmedia,578970.0,success,1,Information Technology,1904.0,0.0,12,Europe
8509,level_2,level_7,level_0,level_2,Cabforce,1678603.0,success,1,Transportation,1883.0,0.0,12,Europe
8510,level_5,level_7,level_4,level_6,Canatu,18414560.0,failure,2,Other,2373.0,895.0,17,Europe
8511,level_1,level_1,level_0,level_2,Videoflow,134250.0,failure,1,Media & Publishing,86.0,0.0,12,Europe
8512,level_1,level_5,level_0,level_2,Flowdock,650000.0,success,1,Messaging and Telecommunication,647.0,0.0,12,Europe
8513,level_2,level_7,level_0,level_7,FRWD Technologies,1882200.0,success,1,Sports,1969.0,0.0,21,Europe
8514,level_2,level_5,level_2,level_2,Grey Area,2500000.0,failure,2,Game & Applications,669.0,114.0,12,Europe
8515,level_2,level_7,level_0,level_3,HammerKit,1613875.0,failure,1,Information Technology,1876.0,0.0,15,Europe
8516,level_6,level_1,level_0,level_1,Keystok,38730470.0,failure,1,Information Technology,59.0,0.0,7,Europe
8517,level_1,level_2,level_2,level_0,Moppi.com,374157.97,failure,2,Services,154.0,89.0,6,Europe
8518,level_6,level_2,level_0,level_3,Muxlim,38730470.0,failure,1,Information Technology,295.0,0.0,15,Europe
8519,level_1,level_7,level_0,level_6,Nervogrid,866000.0,success,1,Information Technology,2296.0,0.0,17,Europe
8520,level_5,level_7,level_5,level_7,Nexstim,32585934.0,success,4,Health Care & Biotechnology,2805.0,2663.0,21,Europe
8521,level_2,level_2,level_0,level_1,ProtoGeo,1600000.0,success,1,Electronics,366.0,0.0,9,Europe
8522,level_1,level_5,level_0,level_6,Quosis,260000.0,failure,1,Information Technology,1104.0,0.0,17,Europe
8523,level_2,level_5,level_0,level_2,RapidBlue Solutions,2035650.0,success,1,Data Science,1347.0,0.0,14,Europe
8524,level_8,level_1,level_4,level_1,Supercell,143025340.0,success,3,Game & Applications,153.0,930.0,11,Europe
8525,level_1,level_1,level_4,level_1,Tribe Studios,650000.0,success,4,Information Technology,142.0,962.0,11,Europe
8526,level_6,level_8,level_0,level_7,Verkkokauppa.com,38730470.0,success,1,Commerce & Marketing,6515.0,0.0,29,Europe
8527,level_2,level_6,level_0,level_6,Vivoxid,6230000.0,failure,1,Health Care & Biotechnology,1710.0,0.0,20,Europe
8528,level_2,level_7,level_0,level_6,Xtract,5479600.0,success,1,Media & Publishing,2704.0,0.0,20,Europe
8529,level_2,level_5,level_0,level_2,Zokem,2388400.0,success,1,Data Science,889.0,0.0,13,Europe
8530,level_2,level_8,level_0,level_7,Baltic Ticket Holdings AS,8000000.0,failure,1,Events,6113.0,0.0,24,Europe
8531,level_1,level_1,level_0,level_1,IronCurtain Entertainment,81438.0,failure,2,Services,151.0,0.0,11,Europe
8532,level_1,level_2,level_0,level_3,Nagi,131350.0,failure,1,Media & Publishing,357.0,0.0,15,Europe
8533,level_6,level_0,level_0,level_1,PriceTag,38730470.0,failure,1,Commerce & Marketing,0.0,0.0,10,Europe
8534,level_1,level_5,level_0,level_3,Programeter,315380.0,failure,1,Information Technology,844.0,0.0,15,Europe
8535,level_1,level_2,level_0,level_0,Toona Technologies OÃ,28059.096,failure,1,Sports,279.0,0.0,6,Europe
8536,level_1,level_2,level_2,level_2,United Dogs and Cats,941288.0,failure,2,Community and Lifestyle,471.0,421.0,14,Europe
8537,level_2,level_0,level_3,level_1,"Bazaar Corner, Inc.",2000000.0,failure,2,Commerce & Marketing,0.0,730.0,9,Asia
